epoch,error,step,train_loss
0,6.915946960449219,49,7.595761417178437e-05
0,3.2490484714508057,99,1.0737226148194168e-06
0,2.7026116847991943,149,4.3408748817697074e-10
0,2.7330524921417236,199,4.866768446576408e-12
0,2.732210397720337,249,5.191487973017772e-14
0,2.7325079441070557,299,1.3268737237420725e-15
0,2.732490062713623,349,1.8892222855559915e-17
0,2.7324740886688232,399,4.664779847118883e-17
0,2.7325055599212646,449,2.860396381559882e-16
0,2.7325220108032227,499,6.29514886399396e-16
0,2.7324581146240234,549,2.9644797901184905e-16
