epoch,error,step,train_loss,val_loss
0,,7,,126.05756378173828
1,,15,,123.43885040283203
2,,23,,121.07341766357422
3,,31,,118.93914031982422
4,,39,,117.01105499267578
5,,47,,115.26123809814453
6,538.5194702148438,49,115.05360412597656,
6,,55,,113.66088104248047
7,,63,,112.18186950683594
