epoch,error,step,train_loss
0,387.17474365234375,49,0.03794672340154648
0,109.88127136230469,99,0.11682248115539551
0,163.2308807373047,149,0.01034599356353283
0,453.1797790527344,199,0.018904587253928185
0,300.8438415527344,249,0.04811430349946022
0,301.068115234375,299,5.430263996124268
0,609.5777587890625,349,0.023465264588594437
0,747.7297973632812,399,0.001910974970087409
0,94.1996078491211,449,0.026693183928728104
0,356.1386413574219,499,0.7494283318519592
0,745.9954833984375,549,0.06604380905628204
