epoch,error,step,train_loss,val_loss
224,0.9520354866981506,1799,4.15517388319131e-06,
224,,1799,,3.373348226887174e-05
225,,1807,,3.363541327416897e-05
226,,1815,,3.339089380460791e-05
227,,1823,,3.3294596505584195e-05
228,,1831,,3.317582741146907e-05
229,,1839,,3.29463291564025e-05
230,,1847,,3.2630119676468894e-05
231,4.398521423339844,1849,5.658451118506491e-05,
231,,1855,,3.275676863268018e-05
232,,1863,,3.234116957173683e-05
233,,1871,,3.204723907401785e-05
234,,1879,,3.1972067517926916e-05
235,,1887,,3.166191163472831e-05
236,,1895,,3.1477389711653814e-05
237,1.1272765398025513,1899,5.733282887376845e-05,
237,,1903,,3.1368184863822535e-05
238,,1911,,3.137597013846971e-05
239,,1919,,3.1141720683081076e-05
240,,1927,,3.127027230220847e-05
241,,1935,,3.061588358832523e-05
242,,1943,,3.1200575904222205e-05
243,5.031096458435059,1949,2.7357069484423846e-05,
243,,1951,,3.0360477467183955e-05
244,,1959,,3.028386527148541e-05
245,,1967,,3.024685793207027e-05
246,,1975,,2.9894701583543792e-05
247,,1983,,2.964635677926708e-05
248,,1991,,2.9409426133497618e-05
249,2.7483303546905518,1999,2.377778037043754e-05,
249,,1999,,2.9471522793755867e-05
250,,2007,,2.9661132430192083e-05
251,,2015,,2.989671702380292e-05
252,,2023,,2.8775031751138158e-05
253,,2031,,2.858028710761573e-05
254,,2039,,2.8491909688455053e-05
255,,2047,,2.8523983928607777e-05
256,0.7246725559234619,2049,1.4410474250325933e-05,
256,,2055,,2.9623037335113622e-05
257,,2063,,2.82691416941816e-05
258,,2071,,2.8078198738512583e-05
259,,2079,,2.7688636691891588e-05
260,,2087,,2.7476369723444805e-05
261,,2095,,2.732110624492634e-05
262,8.502718925476074,2099,4.2844923882512376e-05,
262,,2103,,2.779147143883165e-05
263,,2111,,2.7009473342332058e-05
264,,2119,,2.6881989469984546e-05
265,,2127,,2.684279388631694e-05
266,,2135,,2.671056972758379e-05
267,,2143,,2.68718085862929e-05
268,1.3125360012054443,2149,2.4254044546978548e-05,
268,,2151,,2.6692358005675487e-05
269,,2159,,2.6193529265583493e-05
270,,2167,,2.6342615456087515e-05
271,,2175,,2.71607750619296e-05
272,,2183,,2.6861298465519212e-05
273,,2191,,2.573103120084852e-05
274,1.551596760749817,2199,1.696324034128338e-05,
274,,2199,,2.6028003048850223e-05
275,,2207,,2.527130527596455e-05
276,,2215,,2.5830855520325713e-05
277,,2223,,2.4983854018501006e-05
278,,2231,,2.552225487306714e-05
279,,2239,,2.50453576882137e-05
280,,2247,,2.4611254048068076e-05
281,2.6257383823394775,2249,1.3988283171784133e-05,
281,,2255,,2.454751120239962e-05
282,,2263,,2.448146915412508e-05
283,,2271,,2.456424044794403e-05
284,,2279,,2.4148668671841733e-05
285,,2287,,2.406048952252604e-05
286,,2295,,2.3871882149251178e-05
287,3.9774770736694336,2299,1.1629386790446006e-05,
287,,2303,,2.4272352675325237e-05
288,,2311,,2.4056018446572125e-05
289,,2319,,2.372462950006593e-05
290,,2327,,2.3696567950537428e-05
291,,2335,,2.3521175535279326e-05
292,,2343,,2.320673957001418e-05
293,0.9217825531959534,2349,1.5647603504476137e-05,
293,,2351,,2.300459709658753e-05
294,,2359,,2.296712773386389e-05
295,,2367,,2.2778451238991693e-05
296,,2375,,2.3059816157910973e-05
297,,2383,,2.3149923435994424e-05
298,,2391,,2.248062810394913e-05
299,5.715222358703613,2399,3.837133772321977e-05,
299,,2399,,2.2464768335339613e-05
300,,2407,,2.226554715889506e-05
301,,2415,,2.2099324269220233e-05
302,,2423,,2.208339356002398e-05
303,,2431,,2.1919860955676995e-05
304,,2439,,2.1910156647209078e-05
305,,2447,,2.1688179913326167e-05
306,4.469289302825928,2449,1.361345493933186e-05,
306,,2455,,2.1641399143845774e-05
307,,2463,,2.1745823687524535e-05
308,,2471,,2.1619238395942375e-05
309,,2479,,2.1373702111304738e-05
310,,2487,,2.1347143047023565e-05
311,,2495,,2.162559758289717e-05
312,0.5756980776786804,2499,1.630736733204685e-05,
312,,2503,,2.1917843696428463e-05
313,,2511,,2.1433252186398022e-05
314,,2519,,2.0919120288453996e-05
315,,2527,,2.076125383609906e-05
316,,2535,,2.065066473733168e-05
317,,2543,,2.0781993953278288e-05
318,0.6860748529434204,2549,1.8128746887668967e-05,
318,,2551,,2.114777271344792e-05
319,,2559,,2.103237966366578e-05
320,,2567,,2.040036633843556e-05
321,,2575,,2.1355843273340724e-05
322,,2583,,2.0681174646597356e-05
323,,2591,,2.0087558368686587e-05
324,0.5180516839027405,2599,1.3907128959544934e-06,
324,,2599,,2.0043295080540702e-05
325,,2607,,1.990973214560654e-05
326,,2615,,1.9909672118956223e-05
327,,2623,,1.9739092749659903e-05
328,,2631,,1.9710108972503804e-05
329,,2639,,1.9618566511780955e-05
330,,2647,,1.9517234250088222e-05
331,2.103196859359741,2649,1.2648586562136188e-05,
331,,2655,,1.961395173566416e-05
332,,2663,,1.939029425557237e-05
333,,2671,,1.964178773050662e-05
334,,2679,,1.929650352394674e-05
335,,2687,,1.9135792172164656e-05
336,,2695,,1.9181827155989595e-05
337,0.8826587796211243,2699,7.940216164570302e-06,
337,,2703,,1.9041328414459713e-05
338,,2711,,1.8914843167294748e-05
339,,2719,,1.8824601283995435e-05
340,,2727,,1.879762021417264e-05
341,,2735,,1.8745107809081674e-05
342,,2743,,1.8662231013877317e-05
343,1.0097196102142334,2749,8.913007150113117e-06,
343,,2751,,1.8603781427373178e-05
344,,2759,,1.8556344002718106e-05
345,,2767,,1.8422104403725825e-05
346,,2775,,1.8379372704657726e-05
347,,2783,,1.830705878091976e-05
348,,2791,,1.833029637055006e-05
349,0.7378018498420715,2799,8.527593308826908e-06,
349,,2799,,1.819371391320601e-05
350,,2807,,1.8298833310836926e-05
351,,2815,,1.8274200556334108e-05
352,,2823,,1.7984648366109468e-05
353,,2831,,1.7914469935931265e-05
354,,2839,,1.7829412172432058e-05
355,,2847,,1.7826994735514745e-05
356,2.2384860515594482,2849,1.2634354789042845e-05,
356,,2855,,1.7843076420831494e-05
357,,2863,,1.78355385287432e-05
358,,2871,,1.780761704139877e-05
359,,2879,,1.7585005480214022e-05
360,,2887,,1.7448714061174542e-05
361,,2895,,1.75472378032282e-05
362,1.4713331460952759,2899,1.4863687283650506e-05,
362,,2903,,1.7336504242848605e-05
363,,2911,,1.7280824977206066e-05
364,,2919,,1.726295886328444e-05
365,,2927,,1.7146729078376666e-05
366,,2935,,1.7119156836997718e-05
367,,2943,,1.7051133909262717e-05
368,0.9035240411758423,2949,1.4870983250148129e-05,
368,,2951,,1.708843956294004e-05
369,,2959,,1.697606421657838e-05
370,,2967,,1.6903242794796824e-05
371,,2975,,1.685218194324989e-05
372,,2983,,1.7233054677490145e-05
373,,2991,,1.67956568475347e-05
374,0.4720460772514343,2999,1.7614498574403115e-05,
374,,2999,,1.6687832612660713e-05
375,,3007,,1.6870728359208442e-05
376,,3015,,1.6659520042594522e-05
377,,3023,,1.6722979125916027e-05
378,,3031,,1.6532821973669343e-05
379,,3039,,1.6359133951482363e-05
380,,3047,,1.630821861908771e-05
381,2.362454652786255,3049,1.0625637514749542e-05,
381,,3055,,1.6320060240104795e-05
382,,3063,,1.6256135495495982e-05
383,,3071,,1.6405467249569483e-05
384,,3079,,1.6374395272578113e-05
385,,3087,,1.6198018784052692e-05
386,,3095,,1.6252037312369794e-05
387,2.0868027210235596,3099,1.0836799447133671e-05,
387,,3103,,1.5992793123587035e-05
388,,3111,,1.5995106878108345e-05
389,,3119,,1.5865514797042124e-05
390,,3127,,1.5865154637140222e-05
391,,3135,,1.592834451003e-05
392,,3143,,1.603846794751007e-05
393,2.8739521503448486,3149,9.604638762539253e-06,
393,,3151,,1.5826968592591584e-05
394,,3159,,1.5750039892736822e-05
395,,3167,,1.583112134539988e-05
396,,3175,,1.5569054085062817e-05
397,,3183,,1.5606210581609048e-05
398,,3191,,1.60588479047874e-05
399,0.9821206331253052,3199,8.46790226205485e-06,
399,,3199,,1.5399833500850946e-05
400,,3207,,1.5460354916285723e-05
401,,3215,,1.5661084034945816e-05
402,,3223,,1.570310996612534e-05
403,,3231,,1.527112726762425e-05
404,,3239,,1.5237065781548154e-05
405,,3247,,1.5225341485347599e-05
406,0.8513591289520264,3249,5.005057118978584e-06,
406,,3255,,1.5145124052651227e-05
407,,3263,,1.5149253158597276e-05
408,,3271,,1.5717490896349773e-05
409,,3279,,1.4929951248632278e-05
410,,3287,,1.4979239495005459e-05
411,,3295,,1.5172291568887886e-05
412,0.9921998977661133,3299,8.985291970020626e-06,
412,,3303,,1.4923024536983576e-05
413,,3311,,1.4863238902762532e-05
414,,3319,,1.5111223547137342e-05
415,,3327,,1.4982358152337838e-05
416,,3335,,1.4737969650013838e-05
417,,3343,,1.4620000911236275e-05
418,0.8058990240097046,3349,5.652867002936546e-06,
418,,3351,,1.576645445311442e-05
419,,3359,,1.533793874841649e-05
420,,3367,,1.6961057553999126e-05
421,,3375,,1.55281595652923e-05
422,,3383,,1.4590592400054447e-05
423,,3391,,1.4571595784218516e-05
424,4.853637218475342,3399,5.677562512573786e-06,
424,,3399,,1.5348745364462957e-05
425,,3407,,1.4854380424367264e-05
426,,3415,,1.4341052519739605e-05
427,,3423,,1.4336808817461133e-05
428,,3431,,1.4732968338648789e-05
429,,3439,,1.4561685929947998e-05
430,,3447,,1.4154733435134403e-05
431,0.8565335869789124,3449,6.6585116655915044e-06,
431,,3455,,1.4111310520092957e-05
432,,3463,,1.3958269846625626e-05
433,,3471,,1.3940448297944386e-05
434,,3479,,1.3993956599733792e-05
435,,3487,,1.4335418200062122e-05
436,,3495,,1.420791886630468e-05
437,3.5660207271575928,3499,5.914660505368374e-06,
437,,3503,,1.4128455404716078e-05
438,,3511,,1.3944130841991864e-05
439,,3519,,1.3705704986932687e-05
440,,3527,,1.3707107427762821e-05
441,,3535,,1.4515863767883275e-05
442,,3543,,1.4367738913279027e-05
443,4.365405559539795,3549,7.153578280849615e-06,
443,,3551,,1.5006343346612994e-05
444,,3559,,1.477607565902872e-05
445,,3567,,1.3918979675509036e-05
446,,3575,,1.4077211744734086e-05
447,,3583,,1.3858026250090916e-05
448,,3591,,1.3519599633582402e-05
449,2.4470577239990234,3599,6.849017609056318e-06,
449,,3599,,1.3340712030185387e-05
450,,3607,,1.3605977983388584e-05
451,,3615,,1.347584566246951e-05
452,,3623,,1.3352101632335689e-05
453,,3631,,1.3287586625665426e-05
454,,3639,,1.3573151591117494e-05
455,,3647,,1.3259140359878074e-05
456,0.8195562958717346,3649,4.515130967774894e-06,
456,,3655,,1.3160286471247673e-05
457,,3663,,1.3146908713679295e-05
458,,3671,,1.3109829524182715e-05
459,,3679,,1.309978779318044e-05
460,,3687,,1.2992780284548644e-05
461,,3695,,1.3128068530932069e-05
462,3.051518678665161,3699,4.979278855898883e-06,
462,,3703,,1.3172467333788518e-05
463,,3711,,1.2984015484107658e-05
464,,3719,,1.2942302419105545e-05
465,,3727,,1.2873440027760807e-05
466,,3735,,1.36030112116714e-05
467,,3743,,1.305938531004358e-05
468,1.2002733945846558,3749,5.811738446936943e-06,
468,,3751,,1.3175990716263186e-05
469,,3759,,1.3111754014971666e-05
470,,3767,,1.3118463357386645e-05
471,,3775,,1.2870544196630362e-05
472,,3783,,1.305695877817925e-05
473,,3791,,1.2893975508632138e-05
474,1.2946490049362183,3799,3.0030839752726024e-06,
474,,3799,,1.2983265150978696e-05
475,,3807,,1.2990755749342497e-05
476,,3815,,1.2712407624348998e-05
477,,3823,,1.3074935850454494e-05
478,,3831,,1.2593228348123375e-05
479,,3839,,1.255180177395232e-05
480,,3847,,1.2607899407157674e-05
481,4.3446125984191895,3849,2.7289052013657056e-06,
481,,3855,,1.248389162356034e-05
482,,3863,,1.319751754635945e-05
483,,3871,,1.31372671603458e-05
484,,3879,,1.2686585250776261e-05
485,,3887,,1.2732753020827658e-05
486,,3895,,1.2781656550941989e-05
487,1.1847336292266846,3899,4.326282123656711e-06,
487,,3903,,1.268921641894849e-05
488,,3911,,1.2349264579825103e-05
489,,3919,,1.2548407539725304e-05
490,,3927,,1.2193364455015399e-05
491,,3935,,1.2255655747139826e-05
492,,3943,,1.2159493962826673e-05
493,1.6805517673492432,3949,1.5472976883756928e-05,
493,,3951,,1.2116161087760702e-05
494,,3959,,1.2901637091999874e-05
495,,3967,,1.253820209967671e-05
496,,3975,,1.2988625712750945e-05
497,,3983,,1.2828293620259501e-05
498,,3991,,1.2665566828218289e-05
499,3.6230239868164062,3999,1.891853003144206e-06,
499,,3999,,1.1975249435636215e-05
500,,4007,,1.2480123587010894e-05
501,,4015,,1.1951398846576922e-05
502,,4023,,1.2063592293998227e-05
503,,4031,,1.2038851309625898e-05
504,,4039,,1.2473888091335539e-05
505,,4047,,1.2121714462409727e-05
506,4.744394779205322,4049,3.87944692192832e-06,
506,,4055,,1.1776485735026654e-05
507,,4063,,1.1720871953002643e-05
508,,4071,,1.1812670891231392e-05
509,,4079,,1.2714214790321421e-05
510,,4087,,1.2054619219270535e-05
511,,4095,,1.1685036042763386e-05
512,2.54156756401062,4099,1.298635561397532e-05,
512,,4103,,1.1891263056895696e-05
513,,4111,,1.1950174666708335e-05
514,,4119,,1.1589563655434176e-05
515,,4127,,1.1892151633219328e-05
516,,4135,,1.188455007650191e-05
517,,4143,,1.1511587217682973e-05
518,1.9315751791000366,4149,4.5235324250825215e-06,
518,,4151,,1.1526695743668824e-05
519,,4159,,1.2066509953001514e-05
520,,4167,,1.1781043212977238e-05
521,,4175,,1.1411484592827037e-05
522,,4183,,1.1520472980919294e-05
523,,4191,,1.1632742825895548e-05
524,2.769002914428711,4199,4.161826382187428e-06,
524,,4199,,1.1720708243956324e-05
525,,4207,,1.1317923963360954e-05
526,,4215,,1.1336566785757896e-05
527,,4223,,1.1286323569947854e-05
528,,4231,,1.1270438335486688e-05
529,,4239,,1.1290519069007132e-05
530,,4247,,1.1227126378798857e-05
531,2.3831024169921875,4249,4.158640422247117e-06,
531,,4255,,1.1267657100688666e-05
532,,4263,,1.1563261978153605e-05
533,,4271,,1.2404335393512156e-05
534,,4279,,1.166354377346579e-05
535,,4287,,1.1263043234066572e-05
536,,4295,,1.1322214959363919e-05
537,4.403535842895508,4299,4.7513658500975e-06,
537,,4303,,1.2657202205446083e-05
538,,4311,,1.1374512723705266e-05
539,,4319,,1.1457240361778531e-05
540,,4327,,1.1825435649370775e-05
541,,4335,,1.1410312254156452e-05
542,,4343,,1.1048678061342798e-05
543,0.6367573738098145,4349,2.52767426900391e-06,
543,,4351,,1.1037020158255473e-05
544,,4359,,1.1096218258899171e-05
545,,4367,,1.1011880815203767e-05
546,,4375,,1.0989039765263442e-05
547,,4383,,1.10709943328402e-05
548,,4391,,1.0954202480206732e-05
549,1.271459698677063,4399,7.234661438815237e-07,
549,,4399,,1.1069681931985542e-05
550,,4407,,1.0992083844030276e-05
551,,4415,,1.1049293789255898e-05
552,,4423,,1.0862558156077284e-05
553,,4431,,1.0959048267977778e-05
554,,4439,,1.1085836376878433e-05
555,,4447,,1.0913807273027487e-05
556,1.343546748161316,4449,5.447633157018572e-06,
556,,4455,,1.1038084267056547e-05
557,,4463,,1.0872454367927276e-05
558,,4471,,1.0840217328222934e-05
559,,4479,,1.099730343412375e-05
560,,4487,,1.1236107638978865e-05
561,,4495,,1.102932401408907e-05
562,3.757359504699707,4499,1.3625529390992597e-05,
562,,4503,,1.076500029739691e-05
563,,4511,,1.1192635611223523e-05
564,,4519,,1.0678258149710018e-05
565,,4527,,1.0866396223718766e-05
566,,4535,,1.072902978194179e-05
567,,4543,,1.0777759598568082e-05
568,0.7581804990768433,4549,5.368468464439502e-06,
568,,4551,,1.0765058505057823e-05
569,,4559,,1.0675809789972845e-05
570,,4567,,1.0631642908265349e-05
571,,4575,,1.0785896847664844e-05
572,,4583,,1.1620501936704386e-05
573,,4591,,1.1240693311265204e-05
574,2.373861074447632,4599,6.9287743826862425e-06,
574,,4599,,1.0584262781776488e-05
575,,4607,,1.0594084415060934e-05
576,,4615,,1.0637213563313708e-05
577,,4623,,1.0483797268534545e-05
578,,4631,,1.0497726179892197e-05
579,,4639,,1.0676989404601045e-05
580,,4647,,1.07410896816873e-05
581,1.43459951877594,4649,5.843216058565304e-06,
581,,4655,,1.0753707101684995e-05
582,,4663,,1.048383546731202e-05
583,,4671,,1.066713775799144e-05
584,,4679,,1.0559848306002095e-05
585,,4687,,1.0543925782258157e-05
586,,4695,,1.0464133993082214e-05
587,1.4546089172363281,4699,4.593059202306904e-06,
587,,4703,,1.0624448805174325e-05
588,,4711,,1.0623331036185846e-05
589,,4719,,1.1090311090811156e-05
590,,4727,,1.071202950697625e-05
591,,4735,,1.0467198080732487e-05
592,,4743,,1.0382143955212086e-05
593,0.47657686471939087,4749,2.197971298301127e-06,
593,,4751,,1.0428571840748191e-05
594,,4759,,1.028708356898278e-05
595,,4767,,1.1247438123973552e-05
596,,4775,,1.078919831343228e-05
597,,4783,,1.0333680620533414e-05
598,,4791,,1.0426889275549911e-05
599,0.7720486521720886,4799,1.4460952115769032e-06,
599,,4799,,1.100352528737858e-05
600,,4807,,1.0432236194901634e-05
601,,4815,,1.0412237315904349e-05
602,,4823,,1.0575174201221671e-05
603,,4831,,1.0203757483395748e-05
604,,4839,,1.021237676468445e-05
605,,4847,,1.0136433047591709e-05
606,0.6166560649871826,4849,2.5582974103599554e-06,
606,,4855,,1.0133009709534235e-05
607,,4863,,1.0112910786119755e-05
608,,4871,,1.0123539141204674e-05
609,,4879,,1.0130822374776471e-05
610,,4887,,1.0401323379483074e-05
611,,4895,,1.0234265573672019e-05
612,1.1038223505020142,4899,2.7720038815459702e-06,
612,,4903,,1.0124947039003018e-05
613,,4911,,1.0446847227285616e-05
614,,4919,,1.0466381354490295e-05
615,,4927,,1.0288864359608851e-05
616,,4935,,1.0314948667655699e-05
617,,4943,,1.072054510586895e-05
618,1.4956154823303223,4949,2.928500180132687e-06,
618,,4951,,1.0161988029722124e-05
619,,4959,,1.0021153684647288e-05
620,,4967,,1.0118988939211704e-05
621,,4975,,1.0463257240189705e-05
622,,4983,,9.984078133129515e-06
623,,4991,,9.969873644877225e-06
624,1.1622236967086792,4999,7.575688982797146e-07,
624,,4999,,1.0222182936558966e-05
625,,5007,,1.0142883184016682e-05
626,,5015,,1.0743609891505912e-05
627,,5023,,1.1303197425149847e-05
628,,5031,,9.95154186966829e-06
