epoch,error,step,train_loss,val_loss
0,,7,,0.056920453906059265
1,,15,,0.048951055854558945
2,,23,,0.0416363961994648
3,,31,,0.03494304046034813
4,,39,,0.02881474606692791
5,,47,,0.023222843185067177
6,10.377936363220215,49,0.022092055529356003,
6,,55,,0.018165776506066322
7,,63,,0.013704609125852585
8,,71,,0.009883236140012741
9,,79,,0.00669350428506732
