epoch,error,step,train_loss
0,12.050769805908203,49,9.043315571943822e-07
0,12.735222816467285,99,8.95287666224931e-09
0,12.805418968200684,149,3.34970731707962e-11
0,12.80469036102295,199,3.520560850223814e-13
0,12.804303169250488,249,1.1874453243604366e-15
0,9.899588584899902,299,1.315720692218747e-05
0,12.674198150634766,349,2.3170155571961004e-08
0,12.820109367370605,399,3.412336524455384e-10
0,12.802828788757324,449,3.2975289165904087e-12
0,12.804342269897461,499,7.202598977310015e-15
0,13.812458992004395,549,1.3177575510781026e-06
0,12.823890686035156,599,4.933656261307817e-10
0,12.800268173217773,649,2.2052000850369957e-11
0,12.803661346435547,699,6.02628624085666e-13
0,12.804376602172852,749,1.622427235961621e-15
0,12.804350852966309,799,9.987941463479588e-16
