epoch,error,error_fixed,step,train_loss,val_loss
0,1.9972255229949951,13.027698516845703,49,0.02258351631462574,
0,2.126824378967285,2.8001973628997803,99,0.002324850531294942,
0,2.536980152130127,2.366307258605957,149,0.001038060407154262,
0,0.991291344165802,0.7590506076812744,199,0.000954264251049608,
0,0.546955406665802,1.228982925415039,249,0.0007610493339598179,
0,1.7490850687026978,1.4650883674621582,299,0.0010222959099337459,
0,0.7348236441612244,0.802985429763794,349,0.0007442152127623558,
0,2.3602445125579834,1.3411879539489746,399,0.0005608381470665336,
0,1.2310082912445068,1.1943728923797607,449,0.0005728183314204216,
0,1.099145531654358,0.6747431755065918,499,0.00032899383222684264,
0,0.7879430055618286,0.47015589475631714,549,0.00033056590473279357,
0,1.8210569620132446,1.1676850318908691,599,0.00023894173500593752,
0,1.0985560417175293,0.6077295541763306,649,0.00020955935178790241,
0,1.2878767251968384,0.298854798078537,699,0.00018972552788909525,
0,1.8915899991989136,1.0977295637130737,749,0.00010864205978577957,
0,1.5856659412384033,0.5340966582298279,799,0.00012638853513635695,
0,2.667271852493286,0.6688981652259827,849,6.474182737292722e-05,
0,0.685187041759491,0.2210361510515213,899,0.00011415065091568977,
0,0.8513994216918945,0.46895158290863037,949,8.187197090592235e-05,
0,1.4616663455963135,0.3518730700016022,999,5.6451150157954544e-05,
0,1.3300158977508545,0.27892881631851196,1049,5.364889875636436e-05,
0,1.7437465190887451,0.21333923935890198,1099,5.492109266924672e-05,
0,1.6198500394821167,0.2191009372472763,1149,4.4418269681045786e-05,
0,3.292269468307495,0.6664338707923889,1199,5.72480566916056e-05,
0,1.1628272533416748,0.22239603102207184,1249,6.040756852598861e-05,
0,1.1271576881408691,0.17283210158348083,1299,3.56273194483947e-05,
0,1.2812561988830566,0.326590359210968,1349,4.798020381713286e-05,
0,2.2926084995269775,0.5714885592460632,1399,4.324188194004819e-05,
0,1.2739681005477905,0.37765005230903625,1449,4.1580839024391025e-05,
0,1.6116678714752197,0.40524810552597046,1499,4.67263744212687e-05,
0,1.0260720252990723,0.1637023687362671,1549,2.6105613869731314e-05,
0,0.6495429277420044,0.19396458566188812,1599,3.728615411091596e-05,
0,1.0626369714736938,0.3690359890460968,1649,7.481972716050223e-05,
0,1.492530345916748,0.5674335360527039,1699,4.260092100594193e-05,
0,0.6600873470306396,0.26283004879951477,1749,3.2531148463021964e-05,
0,1.7043644189834595,0.4062212407588959,1799,2.6292034817743115e-05,
0,0.7461166977882385,0.274057537317276,1849,3.445448965067044e-05,
0,,,1874,,4.017899482278153e-05
