epoch,error,step,train_loss
0,11.801633834838867,49,0.08717773854732513
0,9.776285171508789,99,0.023592639714479446
0,2.8616769313812256,149,0.004417764954268932
0,2.5677642822265625,199,0.0027180707547813654
0,1.7364747524261475,249,0.0019623697735369205
0,1.9431493282318115,299,0.0014243671903386712
0,1.5543549060821533,349,0.000817633350379765
0,1.5884302854537964,399,0.0008820102084428072
0,0.9160897731781006,449,0.0004165490681771189
0,1.3897775411605835,499,0.0006246214034035802
0,0.35481151938438416,549,0.00035988332820124924
0,1.2549757957458496,599,0.00042192739783786237
