epoch,error,step,train_loss
0,20.117183685302734,49,2.9677345082745887e-05
0,26.018075942993164,99,7.585112982155806e-09
0,26.249181747436523,149,1.175941566344818e-09
0,26.305103302001953,199,1.2048530576014294e-12
0,26.305444717407227,249,9.767360531487412e-15
0,26.305234909057617,299,7.37257477290143e-17
0,26.305217742919922,349,5.2909066017292616e-17
0,26.305217742919922,399,5.2909066017292616e-17
0,26.305217742919922,449,5.2909066017292616e-17
0,26.305234909057617,499,7.37257477290143e-17
0,26.30521583557129,549,1.1275702593849246e-17
