epoch,error,step,train_loss
0,249.64291381835938,49,0.15262843668460846
0,239.64480590820312,99,0.14352862536907196
0,232.18836975097656,149,0.13536851108074188
0,224.6318817138672,199,0.12790058553218842
0,217.40185546875,249,0.1210179254412651
0,210.7166290283203,299,0.11463761329650879
0,201.24786376953125,349,0.1094970852136612
0,192.9926300048828,399,0.10482063889503479
0,185.8666534423828,449,0.1004459485411644
0,179.4868927001953,499,0.09632440656423569
0,173.64688110351562,549,0.09242801368236542
0,168.22259521484375,599,0.08873533457517624
0,163.1336212158203,649,0.0852280929684639
0,158.32479858398438,699,0.08189045637845993
0,153.7561798095703,749,0.07870867848396301
0,149.39749145507812,799,0.0756702721118927
0,145.22555541992188,849,0.07276349514722824
0,141.220947265625,899,0.06997796893119812
0,137.36703491210938,949,0.06730402261018753
0,133.64938354492188,999,0.06473270058631897
0,130.05467224121094,1049,0.06225549429655075
0,126.57089233398438,1099,0.059864431619644165
0,123.18640899658203,1149,0.05755200982093811
0,119.89044952392578,1199,0.05531100556254387
0,116.6722640991211,1249,0.05313464254140854
0,113.52159881591797,1299,0.0510161854326725
0,109.85501861572266,1349,0.049148593097925186
0,105.45256042480469,1399,0.047905925661325455
0,102.2348861694336,1449,0.04668722674250603
0,99.6795425415039,1499,0.04548725113272667
0,97.49187469482422,1549,0.044304586946964264
0,95.51105499267578,1599,0.04313897714018822
0,93.6493148803711,1649,0.041990555822849274
0,91.85924530029297,1699,0.04085949435830116
0,90.11579132080078,1749,0.039745934307575226
0,88.40613555908203,1799,0.0386500358581543
0,86.72386932373047,1849,0.03757189214229584
0,85.0660171508789,1899,0.03651164099574089
0,83.43119049072266,1949,0.03546932712197304
0,81.81878662109375,1999,0.034444987773895264
0,80.22862243652344,2049,0.033438652753829956
0,78.66058349609375,2099,0.03245031088590622
0,77.11479187011719,2149,0.031480010598897934
0,75.59115600585938,2199,0.03052770160138607
0,74.0897216796875,2249,0.029593350365757942
0,72.61046600341797,2299,0.02867691032588482
0,71.15340423583984,2349,0.027778344228863716
0,69.71849060058594,2399,0.02689756453037262
0,68.30569458007812,2449,0.026034509763121605
0,66.91496276855469,2499,0.02518909052014351
0,65.5462417602539,2549,0.024361222982406616
0,64.19945526123047,2599,0.02355080470442772
