epoch,error,step,train_loss
0,39.24825668334961,49,1.709092248347588e-05
0,38.320594787597656,99,9.116058663494186e-08
0,38.4533576965332,149,9.715388910036538e-11
0,38.426639556884766,199,4.953299055643345e-13
0,38.428123474121094,249,1.3461887854449017e-14
0,38.42824935913086,299,2.992397996059992e-17
0,38.42823791503906,349,9.107298248878237e-18
0,38.42823791503906,399,9.107298248878237e-18
0,38.42823791503906,449,9.107298248878237e-18
0,38.42823791503906,499,9.107298248878237e-18
