epoch,error,step,train_loss
0,9.686368942260742,49,1.1394371540518478e-05
0,2.2518303394317627,99,2.3550681760298176e-07
0,2.7061498165130615,149,1.4792235214500238e-09
0,2.731834650039673,199,2.95782907715203e-12
0,2.7327213287353516,249,4.596651293105325e-14
0,2.7325010299682617,299,1.628742713616349e-16
0,2.7325010299682617,349,1.39455504435948e-16
0,2.732473850250244,399,8.74138001566438e-17
0,2.7325010299682617,449,1.39455504435948e-16
0,2.732490301132202,499,4.231098978124681e-17
