epoch,error,step,train_loss
0,0.04770955815911293,49,8.756938041187823e-05
0,0.03464595228433609,99,5.995179162709974e-05
0,0.026598015800118446,149,4.3094205466331914e-05
0,0.01853085123002529,199,2.088043220282998e-05
0,0.08836593478918076,249,2.5774308596737683e-05
0,0.04347344860434532,299,2.6265475753461942e-05
0,0.23417286574840546,349,4.345449633547105e-05
0,0.09425913542509079,399,2.8205828130012378e-05
0,0.20937703549861908,449,2.096130083373282e-05
0,0.06269779056310654,499,2.2076128516346216e-05
0,0.14529724419116974,549,3.1183775718091056e-05
0,0.025309450924396515,599,2.6240828447043896e-05
0,0.019686445593833923,649,1.5900561265880242e-05
0,0.038281071931123734,699,2.873435732908547e-05
0,0.06054040789604187,749,2.1357740479288623e-05
0,0.08264066278934479,799,3.2064210245152935e-05
0,0.02111925557255745,849,1.5644453014829196e-05
0,0.04875294119119644,899,1.857839015428908e-05
0,0.312015563249588,949,2.0792020222870633e-05
0,0.013740653172135353,999,2.097219658026006e-05
0,0.02418394945561886,1049,2.003437293751631e-05
0,0.04837660863995552,1099,1.577611874381546e-05
0,0.01188682671636343,1149,1.9598683138610795e-05
0,0.02320195361971855,1199,2.4533457690267824e-05
0,0.18322674930095673,1249,3.388827099115588e-05
0,0.2306254804134369,1299,2.4962313545984216e-05
0,0.033164601773023605,1349,2.1964953702990897e-05
0,0.013336610049009323,1399,1.1965599696850404e-05
0,0.009995429776608944,1449,2.7407810193835758e-05
0,0.12816208600997925,1499,3.605617530411109e-05
0,0.0812370628118515,1549,2.580834370746743e-05
0,0.009926275350153446,1599,2.083800791297108e-05
