epoch,error,step,train_loss
0,856.0618286132812,49,1.2871590115537401e-05
0,856.6502685546875,99,4.149101684447487e-08
0,856.6256103515625,149,1.1324845505811254e-09
0,856.6199340820312,199,3.2375534544937246e-13
0,856.6200561523438,249,3.6763127264638484e-15
0,856.6200561523438,299,3.7600131341797294e-16
0,856.6200561523438,349,3.165870343657673e-17
0,856.6200561523438,399,2.1380466841414147e-16
0,856.6200561523438,449,3.3393426912553537e-17
0,856.6200561523438,499,1.1709383462843448e-17
0,856.6200561523438,549,2.211772431870429e-17
