avg_train_projected_errors,avg_val_projected_errors,epoch,error,step,train_loss,val_error,val_loss
,,0,3.004575490951538,49,0.0002648998924996704,,
,,0,0.9282057881355286,99,0.00011408470163587481,,
,,0,0.2839709520339966,149,5.055514338891953e-05,,
,,0,5.065171241760254,199,3.402063885005191e-05,,
,,0,1.8237643241882324,249,4.7252335207303986e-05,,
,,0,0.9035423398017883,299,3.684543480630964e-05,,
,,0,0.1549403816461563,349,1.070569851435721e-05,,
,,0,0.02018481120467186,399,8.444188097200822e-06,,
,,0,0.009463081136345863,449,4.606838047038764e-06,,
,,0,0.3296983242034912,499,1.297388462262461e-05,,
,,0,0.11088763922452927,549,2.1101102447573794e-06,,
,,0,0.01643071509897709,599,4.462825927475933e-06,,
,,0,0.09507878869771957,649,8.649698429508135e-06,,
,,0,0.11066611856222153,699,8.420246558671352e-06,,
,,0,0.2892797589302063,749,1.926382537931204e-06,,
,,0,0.00576617568731308,799,2.3368443180515897e-06,,
,,0,0.044144727289676666,849,2.8867655146314064e-06,,
,,0,0.03184496611356735,899,8.346989488927647e-06,,
,,0,0.008147787302732468,949,2.1458122319018003e-06,,
,,0,0.13364961743354797,999,2.1831569938512985e-06,,
,,0,0.08054665476083755,1049,5.73740999243455e-06,,
,,0,0.023640450090169907,1099,2.788645133477985e-06,,
,,0,0.0062868124805390835,1149,1.4436506035053753e-06,,
,,0,0.24956390261650085,1199,4.687251021096017e-06,,
,,0,0.1134258285164833,1249,3.881397788063623e-06,,
,,0,0.038373127579689026,1299,2.7883827442565234e-06,,
,,0,0.06386681646108627,1349,1.713518940960057e-06,,
,,0,0.08079385757446289,1399,1.6288601045744144e-06,,
,,0,0.08525820821523666,1449,2.7174166916665854e-06,,
,,0,0.04133790731430054,1499,2.1268670025165193e-06,,
,,0,0.04978761076927185,1549,3.1929785109241493e-06,,
,,0,0.03719310462474823,1599,1.6836388567753602e-06,,
,0.05477686493469969,0,,1600,,0.05563853681087494,1.4257915381676867e-06
1.783786332565153,,0,,1600,,,
,,1,0.016947593539953232,1649,2.5333044959552353e-06,,
,,1,0.03714737296104431,1699,3.3252342745981878e-06,,
,,1,0.010693766176700592,1749,1.82562416739529e-06,,
,,1,0.0027157003059983253,1799,2.311549451405881e-06,,
