epoch,error,step,train_loss
0,1247.4154052734375,49,4.908857345581055
0,1247.250732421875,99,0.008366554975509644
0,1247.26953125,149,0.0006918745348230004
0,1247.2666015625,199,9.25036147236824e-07
0,1247.2664794921875,249,4.0073473428492434e-09
0,1247.2664794921875,299,5.5706550483591855e-12
0,1247.2664794921875,349,1.1368683772161603e-13
0,1247.2664794921875,399,1.1368683772161603e-13
0,1247.2664794921875,449,1.1368683772161603e-13
0,1247.2664794921875,499,1.1368683772161603e-13
0,1247.2664794921875,549,1.1368683772161603e-13
