epoch,error,step,train_loss,val_loss
0,0.6909803152084351,49,0.0001358760055154562,
0,3.524580955505371,99,4.213876309222542e-05,
0,0.1708107441663742,149,3.2336793083231896e-05,
0,1.014600157737732,199,4.418851312948391e-05,
0,0.129893496632576,249,1.9437877199379727e-05,
0,0.7098621726036072,299,4.311290103942156e-05,
0,0.0835903212428093,349,3.955305146519095e-05,
0,0.3996618390083313,399,1.3277965990710072e-05,
0,0.1124330535531044,449,1.604787576070521e-05,
0,0.7899013161659241,499,1.4712403753947001e-05,
0,0.28664037585258484,549,1.5275798432412557e-05,
0,0.059795089066028595,599,1.0371918506280053e-05,
0,0.013460516929626465,649,1.7934205970959738e-05,
0,0.1176762729883194,699,6.6362376855977345e-06,
0,0.16784489154815674,749,4.300311502447585e-06,
0,0.21638241410255432,799,7.143772108975099e-06,
0,0.3898245692253113,849,7.145259587559849e-05,
0,0.0467524379491806,899,6.956343895581085e-06,
0,0.2234201729297638,949,5.201102794671897e-06,
0,0.09061996638774872,999,8.875364073901437e-06,
0,0.1176246851682663,1049,3.926973477064166e-06,
0,0.041053373366594315,1099,1.35605350806145e-05,
0,0.08450377732515335,1149,3.3121668820967898e-06,
0,0.4447430670261383,1199,1.08954491224722e-05,
0,0.07032246887683868,1249,9.47750777413603e-06,
0,0.1752854883670807,1299,3.6190108403388876e-06,
0,0.06042082980275154,1349,9.885019608191215e-06,
0,0.0502101331949234,1399,1.4899032976245508e-05,
0,0.2831862270832062,1449,2.203516305598896e-05,
0,0.007676404435187578,1499,6.716120878991205e-06,
0,0.010223373770713806,1549,6.119242607383057e-05,
0,0.08925849199295044,1599,6.6963098106498364e-06,
0,0.072052963078022,1600,5.383769348554779e-06,5.383769348554779e-06
1,0.28851553797721863,1649,1.031507781590335e-05,
1,0.8045644164085388,1699,1.103134491131641e-05,
1,0.39975130558013916,1749,1.9906805391656235e-05,
1,0.05536702647805214,1799,6.30416161584435e-06,
1,0.24792003631591797,1849,4.8675810830900446e-06,
1,0.02765333279967308,1899,6.9693078330601566e-06,
1,0.10544978082180023,1949,8.2191281762789e-06,
1,0.03422904387116432,1999,1.014736517390702e-05,
1,0.45329684019088745,2049,3.06070942315273e-05,
1,0.11660558730363846,2099,7.29814155420172e-06,
1,0.02990628033876419,2149,2.7387293812353164e-05,
1,0.11245430260896683,2199,9.433539162273519e-06,
1,0.3224664330482483,2249,6.164237220218638e-06,
