epoch,error,step,train_loss
0,10.569023132324219,49,0.005157352425158024
0,7.533298492431641,99,0.004063101951032877
0,5.542433738708496,149,0.003205467015504837
0,4.182400226593018,199,0.002531246282160282
0,3.223663568496704,249,0.001998893218114972
0,2.535564661026001,299,0.0015754977939650416
0,2.0258867740631104,349,0.0012384341098368168
0,1.6391748189926147,399,0.0009701435337774456
0,1.34067702293396,449,0.0007568432483822107
0,1.1076116561889648,499,0.0005876186769455671
0,0.924339234828949,549,0.0004537625063676387
0,0.7796661853790283,599,0.00034828728530555964
0,0.6652752161026001,649,0.000265561044216156
0,0.5748275518417358,699,0.0002010289899772033
0,0.5033763647079468,749,0.00015100097516551614
0,0.44702422618865967,799,0.00011248439841438085
0,0.4026625156402588,849,8.305584196932614e-05
0,0.36781901121139526,899,6.075650890124962e-05
0,0.34050533175468445,949,4.4009513658238575e-05
0,0.3191378712654114,999,3.155172453261912e-05
0,0.30244675278663635,1049,2.237794251414016e-05
0,0.2894270718097687,1099,1.569420055602677e-05
0,0.2792780101299286,1149,1.087884811568074e-05
0,0.27137091755867004,1199,7.450099928973941e-06
0,0.2652086019515991,1249,5.038339168095263e-06
0,0.2604036331176758,1299,3.3633768907748163e-06
0,0.2566554546356201,1349,2.215313543274533e-06
0,0.2537289261817932,1399,1.4390836895472603e-06
0,0.2514422535896301,1449,9.216048511007102e-07
0,0.2496570348739624,1499,5.815998633806885e-07
0,0.24826078116893768,1549,3.61524541858671e-07
0,0.2471723109483719,1599,2.2126026522073516e-07
0,0.2463245540857315,1649,1.3326842918104376e-07
0,0.24566514790058136,1699,7.896365161741414e-08
0,0.24515366554260254,1749,4.600489944550645e-08
0,0.24476169049739838,1799,2.634228835063368e-08
0,0.2444591224193573,1849,1.4818320792642226e-08
0,0.24422892928123474,1899,8.184976252323395e-09
0,0.24405567348003387,1949,4.436219391834584e-09
0,0.2439236044883728,1999,2.359044959376888e-09
0,0.2438269704580307,2049,1.2299665730353126e-09
0,0.24375437200069427,2099,6.283710218824012e-10
0,0.24370460212230682,2149,3.1426408697576846e-10
0,0.24366316199302673,2199,1.5396242614151845e-10
0,0.2436370700597763,2249,7.384512445973712e-11
0,0.2436184585094452,2299,3.4480709953932376e-11
0,0.243600994348526,2349,1.582170505720626e-11
0,0.24359135329723358,2399,7.103450206519257e-12
0,0.24358896911144257,2449,3.115519994767446e-12
0,0.24357926845550537,2499,1.3758457264104185e-12
0,0.2435777634382248,2549,5.996003389976967e-13
0,0.243577778339386,2599,2.5642172846868094e-13
0,0.24357713758945465,2649,1.0986751872860134e-13
0,0.2435770481824875,2699,4.4521786431162e-14
0,0.24357710778713226,2749,1.6773149709436996e-14
0,0.24357713758945465,2799,9.357206849636146e-15
