epoch,error,step,train_loss
0,12.401813507080078,49,0.06686408072710037
0,11.977080345153809,99,0.059540312737226486
0,11.816776275634766,149,0.05482529476284981
0,11.666675567626953,199,0.05036415159702301
0,11.499541282653809,249,0.04595954716205597
0,11.314467430114746,299,0.04163922369480133
0,11.110652923583984,349,0.03744865953922272
0,10.887335777282715,399,0.0334324985742569
0,10.644065856933594,449,0.029637185856699944
0,10.380501747131348,499,0.026099100708961487
0,10.096712112426758,549,0.022848397493362427
0,9.793063163757324,599,0.019903158769011497
0,9.470440864562988,649,0.017270898446440697
0,9.130032539367676,699,0.014945389702916145
0,8.773104667663574,749,0.012907828204333782
0,8.402013778686523,799,0.011136218905448914
0,8.018413543701172,849,0.00959746539592743
0,7.6243157386779785,899,0.008259368129074574
0,7.221942901611328,949,0.007092157378792763
0,6.813100337982178,999,0.006069081369787455
0,6.398848533630371,1049,0.0051678200252354145
0,5.981544017791748,1099,0.004373682662844658
0,5.562276840209961,1149,0.0036739641800522804
0,5.142514228820801,1199,0.0030596263241022825
0,4.724319934844971,1249,0.002523826900869608
0,4.310263156890869,1299,0.0020606862381100655
0,3.9025604724884033,1349,0.0016641983529552817
0,3.50344181060791,1399,0.0013284075539559126
0,3.1157994270324707,1449,0.0010475533781573176
0,2.742549180984497,1499,0.0008157494012266397
0,2.386401653289795,1549,0.000627047847956419
0,2.049856424331665,1599,0.00047562597319483757
0,1.735224962234497,1649,0.00035593315260484815
0,1.4441182613372803,1699,0.0002627334324643016
0,1.1772899627685547,1749,0.00019122406956739724
0,0.9354231357574463,1799,0.00013721687719225883
0,0.7185375094413757,1849,9.706398122943938e-05
0,0.5261574387550354,1899,6.768015009583905e-05
0,0.35732147097587585,1949,4.651498602470383e-05
0,0.21072453260421753,1999,3.15094948746264e-05
0,0.0925549566745758,2049,2.104037230310496e-05
0,0.07328653335571289,2099,1.3844310160493478e-05
0,0.1128888949751854,2149,8.974987395049538e-06
0,0.18842701613903046,2199,5.732585123041645e-06
0,0.2509208619594574,2249,3.6070482565264683e-06
0,0.30214571952819824,2299,2.2354629436449613e-06
0,0.3437402844429016,2349,1.3645259286931832e-06
0,0.3771916329860687,2399,8.203252832572616e-07
0,0.40391406416893005,2449,4.853608288613032e-07
0,0.4250582754611969,2499,2.825935325745377e-07
0,0.4416402280330658,2549,1.6186456264222215e-07
0,0.4545314610004425,2599,9.117033528127649e-08
0,0.4644642770290375,2649,5.0477758861688926e-08
0,0.4720381498336792,2699,2.7472207619894107e-08
0,0.47776615619659424,2749,1.4691310390446688e-08
0,0.48206737637519836,2799,7.709165750213742e-09
0,0.4852507710456848,2849,3.97501453974769e-09
0,0.487595796585083,2899,2.010988042755457e-09
