avg_train_projected_errors,avg_val_projected_errors,epoch,error,step,train_loss,val_error,val_loss
,,0,2.0485308170318604,49,3.982305861427449e-05,,
,,0,1.3137538433074951,99,2.351352304685861e-05,,
,,0,1.0682634115219116,149,2.3508509912062436e-05,,
,,0,0.5889101624488831,199,2.2892865672474727e-05,,
,,0,0.6545130610466003,249,1.1394930879760068e-05,,
,,0,0.16394507884979248,299,1.0302038390364032e-05,,
,,0,0.21646501123905182,349,1.7132293578470126e-05,,
,,0,1.903769612312317,399,1.526246160210576e-05,,
,,0,0.16957247257232666,449,5.598867119260831e-06,,
,,0,0.034466564655303955,499,1.1334392183925956e-05,,
,,0,0.029785946011543274,549,1.3612019756692462e-05,,
,,0,0.04299492388963699,599,6.201436008268502e-06,,
,,0,0.004186608828604221,649,9.597490134183317e-06,,
,,0,0.020312895998358727,699,4.956185875926167e-06,,
,,0,0.06444355845451355,749,4.224815256748116e-06,,
,,0,0.08424174040555954,799,1.5488225471926853e-05,,
,,0,0.11968053132295609,849,3.603435516197351e-06,,
,,0,0.015591221861541271,899,3.893811481248122e-06,,
,,0,0.08500968664884567,949,5.539054654946085e-06,,
,,0,0.18961389362812042,999,8.523986252839677e-06,,
,,0,0.05431429669260979,1049,6.176371698529692e-06,,
,,0,0.10845734924077988,1099,1.29385862237541e-05,,
,,0,0.09379255771636963,1149,6.175256658025319e-06,,
,,0,0.747029721736908,1199,7.3213795985793695e-06,,
,,0,0.28483545780181885,1249,5.8524010455585085e-06,,
,,0,0.093704454600811,1299,8.12402959127212e-06,,
,,0,0.12602171301841736,1349,3.7666313801310025e-06,,
,,0,0.1400751769542694,1399,6.018166914145695e-06,,
,,0,0.8347219824790955,1449,9.140028851106763e-06,,
,,0,0.11249590665102005,1499,8.574130333727226e-06,,
,,0,0.8209523558616638,1549,2.5463041311013512e-05,,
,,0,0.06688381731510162,1599,9.408612640982028e-06,,
,0.22672109399420834,0,,1600,,0.23003144562244415,7.651290616195183e-06
84.28706649783457,,0,,1600,,,
,,1,0.01940348744392395,1649,0.0001963082468137145,,
,,1,0.007552065420895815,1699,6.20425134911784e-06,,
,,1,0.16246359050273895,1749,1.1409469152567908e-05,,
,,1,0.04441360756754875,1799,5.9704698287532665e-06,,
,,1,0.32589706778526306,1849,3.905085122823948e-06,,
,,1,0.08865167945623398,1899,7.184387413872173e-06,,
,,1,0.11399171501398087,1949,3.627342948675505e-06,,
,,1,0.21147404611110687,1999,2.8763092814187985e-06,,
,,1,0.35938560962677,2049,6.0522024796227925e-06,,
,,1,0.021153677254915237,2099,5.9377825891715474e-06,,
,,1,0.0011251154355704784,2149,4.899549367110012e-06,,
,,1,0.015991944819688797,2199,5.936946308793267e-06,,
,,1,0.1876404732465744,2249,7.305701274162857e-06,,
,,1,0.08295990526676178,2299,3.51106086782238e-06,,
,,1,0.016410810872912407,2349,1.365994739899179e-05,,
,,1,0.013772598467767239,2399,7.757812454656232e-06,,
,,1,0.04378337040543556,2449,7.193654255388537e-06,,
,,1,0.4461976885795593,2499,1.06020188468392e-05,,
,,1,0.055560819804668427,2549,4.981746769772144e-06,,
,,1,0.2090160995721817,2599,6.939098511793418e-06,,
,,1,1.2471345663070679,2649,1.337384310318157e-05,,
,,1,0.07836338877677917,2699,3.302469849586487e-06,,
,,1,0.7038424611091614,2749,5.4423362598754466e-06,,
,,1,0.04856259375810623,2799,3.040585397684481e-06,,
,,1,0.002587169874459505,2849,2.501720473446767e-06,,
,,1,0.02224902994930744,2899,2.4255582502519246e-06,,
,,1,0.016771288588643074,2949,3.1132872209127527e-06,,
,,1,0.0035363794304430485,2999,2.1444134290504735e-06,,
,,1,0.07769845426082611,3049,5.109665835334454e-06,,
,,1,0.004069231450557709,3099,1.8533949059929e-06,,
,,1,0.0069788056425750256,3149,4.162029199505923e-06,,
,,1,0.05743033438920975,3199,6.56428846923518e-06,,
,0.07143066396057911,1,,3201,,0.07242394238710403,2.203421900048852e-06
0.19739277704037508,,1,,3201,,,
,,2,0.06532684713602066,3249,3.1099582429305883e-06,,
,,2,0.010300146415829659,3299,1.9644467101898044e-06,,
,,2,0.049435805529356,3349,2.2424367216444807e-06,,
